,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
613,Carl Coglianese,"Illinois, USA","My name is Carl. I am a Witness to Yeshua Hamashach. All that I have become is not of my own design, but of he who had created & then latter in my life saved me",False,2022-04-17 16:24:51,"Meet the CEO Who Put His Company on the Line to Stand Up to Lia Thomas-Style ***** AgendaWestern JournalPublished 5 hours ago on April 17, 2022By Jack Gist, The Western Journal https://t.co/IQ4G1C6hgz",,Twitter Web App,Meet Company Line Stand Thomas-Style ***** AgendaWestern JournalPublished hour April 2022By Jack Gist Western Journal http //t.co/IQ4G1C6hgz
614,𝑇𝑖𝑚𝑏𝑎𝑘𝑡𝑢,🇵🇰🇵🇸🍁,"worst place you can be in is your head and luckily it's the same place that is the most beautiful, depends on your will what place you choose for yourself.",False,2022-04-17 16:24:51,@mairaarajpoot @AllahmyCreator_ @i_am_sana900 @3rd Her precious luck 😂😂😂😂❤️‍🔥,,Twitter for Android,mairaarajpoot AllahmyCreator_ i_am_sana900 precious luck 😂😂😂😂❤️‍🔥
615,tom ADORES LARIX,he/him 14🏳️‍⚧️🏴󠁧󠁢󠁳󠁣󠁴󠁿,PARAMORE (clapping) m/w @lovehesaid,False,2022-04-17 16:24:51,@Officer2212 REALL https://t.co/Lnmyj5RzKo,,Twitter for iPhone,Officer2212 REALL http //t.co/Lnmyj5RzKo
616,Lucy 🃏🖤,CHI/MKE,file not found - restart for best result,False,2022-04-17 16:24:51,Unpopular opinion but I can’t wait for the rage beat hype to die off 🙃 we fr out here tryna hop on the N64 Sonic loading screen music,,Twitter for iPhone,Unpopular opinion wait rage beat hype tryna Sonic loading screen music
617,Abby 🇺🇦,Apple Park,"Heya, I’m just an Apple Sheep. 16 years old & proudly transgender. My tweets are my own. https://t.co/t3EdGifEW7 (She/Her)",False,2022-04-17 16:24:51,"@RealJoseph123 I'm okay with Apple doing it because they immediately removed it from all iPhones and have provided thorugh explanation and evidence that they're doing it for the enviornment.

I'm not okay with ""everybody else"" since they just claim that they do and nothing else.",,Twitter Web App,RealJoseph123 okay Apple immediately removed iPhones provided thorugh explanation evidence enviornment okay everybody else since claim nothing else
618,Dom,"Old Trafford, Stretford","#GlazersOut🔰 #MUFC🇾🇪

Manc born and bred",False,2022-04-17 16:24:51,Come on Ajax!,,Twitter for Android,Come Ajax
619,Tiasha,South Africa,"18 || she/her || I love formula 1,2 & 3.",False,2022-04-17 16:24:51,@16lisa11 How sad anyways https://t.co/ZTsJ86D9Ht,,Twitter for Android,16lisa11 anyways http //t.co/ZTsJ86D9Ht
620,Devi's Divine Touch,"Pensacola, FL","Sacred Sexual #Intimacycoach~bondassage #wellnesscoach*#Tantra♥️sexuality coach*PTSD & trauma healer*mystic, muse, #mentor*Hypnotherapy*blogger*screenwriter",False,2022-04-17 16:24:51,"If you check your BP daily, remember to also eat a #wellbalanceddiet. Healthy foods can cut levels of #cortisol &amp; adrenaline, stress hormones that take a toll on the body over time*A healthy diet ca counter the impact of stress by shoring up your immune system &amp; lowering ur BP 🥰","['wellbalanceddiet', 'cortisol']",Twitter for Android,check daily remember also wellbalanceddiet Healthy food level cortisol adrenaline stress hormone take toll body time*A healthy diet counter impact stress shoring immune system lowering
621,Janna,Republic of Serbia,🌸 Khaleesi! 🥰 🇷🇸,False,2022-04-17 16:24:51,@escxpaolo 1. Italy 2. Norway 3. Spain 4. Australia 5. Cyprus 6. Finland 7. Israel 8. Belgium 9. Romania 10. Poland,,Twitter for iPhone,escxpaolo Italy Norway Spain Australia Cyprus Finland Israel Belgium Romania Poland
622,LLT,,"Nothing much; wife, mother, grandmother, sister, cousin, friend and Democrat.",False,2022-04-17 16:24:51,"@KyivIndependent How can we sit back and watch the Russian aggression? As a Jew, I feel an overwhelming sadness at the inhumanity. We are witnessing another genocide.",,Twitter for iPhone,KyivIndependent back watch Russian aggression feel overwhelming sadness inhumanity witnessing another genocide
623,SAVEPALESTINE,,💘 Z,False,2022-04-17 16:24:51,"@ArutzSheva_En Are there sanctions against Israel for the killing and destruction of innocent Palestinian women and children?

#AlAqsaUnderAttack #IsraeliTerrorism #IsraelKoyak #OpsBedilReloaded",,Twitter for Android,ArutzSheva_En sanction Israel killing destruction innocent Palestinian woman child AlAqsaUnderAttack IsraeliTerrorism IsraelKoyak OpsBedilReloaded
624,AButterfly,United Kingdom,Woman,False,2022-04-17 16:24:51,@0syruppancakes I knew this years ago. Parents need to know all the risks before making a decision.,,Twitter for iPhone,0syruppancakes knew year Parents need know risk making decision
625,-sunflower🌻,"Soperton, Georgia",Kylee Azayla🥰,False,2022-04-17 16:24:51,I had the most amazing time last night🥰,,Twitter for iPhone,amazing time last night🥰
626,Gossipaddiction,United States,"All gossip,All the time",False,2022-04-17 16:24:51,Nicolina Bozzo: 5 Things To Know About The ‘American Idol’ Season 20 Standout https://t.co/q9uFbPfWXv,,WordPress.com,Nicolina Bozzo Things Know About American Idol Season Standout http //t.co/q9uFbPfWXv
627,LunarDust,,"24 yrs, he/him. Be aware that I follow multiple artists, some involved with SFW/🔞NSFW🔞.
As well as thread fics too.
Minors DNI.",False,2022-04-17 16:24:51,"@Jasmine_The_Fox @FictionalSimp2 But Japanese laws are vastly different if not slightly similar in few areas of their constitution to other countries/U.S. I think?
So truly? Not entirely sure how it'll go for blasty here on out if a quicker if not limited time outside free for awhile would be?
🤔🤔🤔😗",,Twitter Web App,Jasmine_The_Fox FictionalSimp2 Japanese law vastly different slightly similar area constitution countries/U.S think truly entirely sure blasty quicker limited time outside free awhile would 🤔🤔🤔😗
628,porkiie 🐽,,oink,False,2022-04-17 16:24:51,"@Moarvolume If it’s for a giveaway I’m cool w that

but if it ain’t that .. https://t.co/k92mIEbuOd",,Twitter for iPhone,Moarvolume giveaway cool http //t.co/k92mIEbuOd
629,Jayney,The Dales ,“Liberals are very broadminded. They are always willing to give careful consideration to both sides of the same side” ~ Thomas Sowell,False,2022-04-17 16:24:51,"@sophielouisecc Labour: let everyone and anyone into the country, the more the merrier. Also labour: our government is trying to kill us with covid, we’re all dying, I wouldn’t wish this country on my worst enemy, we’re all dying from Brexit. 🤡🤡🤡#NeverLabour",,Twitter for iPhone,sophielouisecc Labour everyone anyone country merrier Also labour government trying kill covid dying wish country worst enemy dying Brexit NeverLabour
630,Glass Half Empty,Canada,Anyone who can make you believe absurdities can make you commit atrocities - Voltaire,False,2022-04-17 16:24:51,@JFante8 @CBC Long blocked by the prof so not sure if I am up to seeing what he is up to now.,,Twitter for Android,JFante8 Long blocked prof sure seeing
631,Atiqa Ijaz🇵🇰,"Istanbul, Turkey| Islamabad.",Moving through the ocean🌬,False,2022-04-17 16:24:51,"No one can stop @PTIofficial Now!
#PTI
 #امپورٹڈ_حکومت_نامنطور https://t.co/1TZlRi01eI","['PTI', 'امپورٹڈ_حکومت_نامنطور']",Twitter for Android,stop PTIofficial امپورٹڈ_حکومت_نامنطور http //t.co/1TZlRi01eI
632,Sunil Kumar,"Laguna Hills, CA","Occupation: AI, Machine Learning, Predict Outcomes of human behavior (e.g. terrorism) Hobbies: Public Policy. Biden’s America is RACIST. 🤮",False,2022-04-17 16:24:51,"@chayabirdie In Agra alone, there are 100,000 of them.",,Twitter for iPhone,"chayabirdie Agra alone 100,000"
633,SiangMalam 昼と夜,Langit ke 7,"Evolving the Indonesian NFT Community 
#stepbystep #NFTindonesia☀️🌚 🇮🇩
@tezos collector",False,2022-04-17 16:24:51,@SeptaPaboy Thank youu mas septaa for always helpingg and supporting 🙏🙏🙏,,Twitter for iPhone,SeptaPaboy Thank youu septaa always helpingg supporting
634,Aashita Vijayvargiya,"Rajasthan, India","CA Finalist ❤️
23💋
Lazy🙇 & Crazy 🤪",False,2022-04-17 16:24:51,@mayanka357 Ye to hona hi tha😂,,Twitter for Android,mayanka357 hona tha😂
635,Charles Rich,"Los Angeles, CA",Writer/editor.,False,2022-04-17 16:24:51,@liztc2 @pandoramusic Always the right Who album to listen to.,,Twitter Web App,liztc2 pandoramusic Always right album listen
636,Aster 🆖️ 💙💛 // NSFW DNI ,The .Exe Fandom,"-Minor
-Artist
-Asexual
-Among Us Fanatic
-Maker of multiple .exes
-⚠️NSFW DNI⚠️
-Director of @WNHFNFMod , works on @GuppyTfoi

enjoy my art I guess",False,2022-04-17 16:24:51,@ExeMalicious Are you actually making me go through math from this lmao,,Twitter Web App,ExeMalicious actually making math lmao
637,THE BLACK ABBA,"Kano, Nigeria","ISLAM WILL WIN  WITH OR WITHOUT  U..   
DON'T  BE SHY TO PRACTICE  ISLAM ANYWHERE U ARE #BUK #HEALTH_EDUCATOR",False,2022-04-17 16:24:51,@zeemoh0 I fit enter ur lane vibe small?,,Twitter for Android,zeemoh0 enter lane vibe small
638,| JuggsJudy | Petitions to end pbandai,Serpentie Tacon,"• The biggest phantom simp • Crossbone fan • Psychoframe Maniac •
        He/Him",False,2022-04-17 16:24:51,"@FlywheelKnot @YGuncannon @just_dp_lmao Oh i see, this makes me worry if O should stick with him or watch his dowmfall",,Twitter for Android,FlywheelKnot YGuncannon just_dp_lmao make worry stick watch dowmfall
639,Malav,Ahemdabad/Porbandar,CA Final || Offline,False,2022-04-17 16:24:51,@CS_kar_rha_hu Thanks Bhai. Grateful,,Twitter Web App,CS_kar_rha_hu Thanks Bhai Grateful
640,S.B.F Villain Arc (Racism Awakening),,"Biologically Male,
She/Her,
Lesbian,
(Racist n Pedo according to twitter)",False,2022-04-17 16:24:51,@lofiappreciator Survival instinct helps them make more based 👍,,Twitter for Android,lofiappreciator Survival instinct help make based
641,"it’s called an evening gown, darling",USATL...,"vegans hate me. 🐝.🔺🐘. 🍑. dos equis woman. #marketing, #traveling, #EasyFinance, #ModerateFitness",False,2022-04-17 16:24:51,"20lbs of crawfish
10lbs of snow crab

Happy Easter Sunday 😋",,Twitter for iPhone,20lbs crawfish 10lbs snow crab Happy Easter Sunday
642,Hadriana_Putri❤,"Kota Malang, Jawa Timur",Allahumma Sholli Ala Sayyidina Muhammad❤❤,False,2022-04-17 16:24:51,@sof1azara03 @_MattCorman Done,,Twitter for Android,sof1azara03 _MattCorman Done
643,𝐒𝐡𝐞𝐫𝐫𝐲,,"𝐍𝐨 𝐨𝐧𝐞'𝐬 𝐩𝐞𝐫𝐟𝐞𝐜𝐭, 𝐛𝐮𝐭 𝐈 𝐭𝐫𝐮𝐬𝐭 𝐡𝐢𝐦.",False,2022-04-17 16:24:51,@MercJMuller Fine.,,Twitter for iPhone,MercJMuller Fine
644,Spackle.eth,,Travel scholar. Passionate reader. Creator. Bacon buff. Analyst. Friendly coffee fan.,False,2022-04-17 16:24:51,@f_rsn Look at this airdrop @karri_rachael @Digibooms @hexiaoming141 @Mehrnazpix @divijparekh_art @szmagyar @putangina8_24 @BernieceElmo @66shubhankar @GLORIAMARIAarte @Angelicaoops @ThorneCatarina,,Twitter Web App,f_rsn Look airdrop karri_rachael Digibooms hexiaoming141 Mehrnazpix divijparekh_art szmagyar putangina8_24 BernieceElmo 66shubhankar GLORIAMARIAarte Angelicaoops ThorneCatarina
645,Rajan,,,False,2022-04-17 16:24:51,@rangats @rapidobikeapp And most of the time you don't get the auto also. Its not just their rates but unavailability during peak times also sucks,,Twitter Web App,rangats rapidobikeapp time auto also rate unavailability peak time also suck
646,NYCT Subway. Wear a Mask.,New York City,24/7 subway service alerts and live customer support. Learn more about riding with us: https://t.co/JLo8lAcc0T,True,2022-04-17 16:24:51,@BaristaRVA @jchausow Thank you for following up. Our stations team is working to address the problem with this gate ASAP. ^TS,,Verint Messaging,BaristaRVA jchausow Thank following station team working address problem gate ASAP
647,mohsin,,here just for soliloquies,False,2022-04-17 16:24:51,"@AkMunz wow congrats, proud of you",,Twitter for Android,AkMunz congrats proud
648,Eddie Matthews,Farmhouse,Jesus Follower. Alicia's Husband. Dad. Teacher/Coach,False,2022-04-17 16:24:51,@BrianRoemmele Map Break @JackPosobiec,,Twitter for iPhone,BrianRoemmele Break JackPosobiec
649,Reia (Love and Support for Ukraine),"Utah, USA","Demi-pansexual trans exmo ADHD atheist. I am also likely autistic! Pronouns: She/Her or They/Them. Politically unaffiliated, but tend to side with the left.",False,2022-04-17 16:24:51,@AwokeRoseArisen Pavlovian Pets are adorable,,Twitter for iPhone,AwokeRoseArisen Pavlovian Pets adorable
650,ʚ kimi ɞ,dm for paid promos ‹ 3 ,you are now entering a safe space full of love and comfort welcome ₍ᐢ. ̮.ᐢ₎ *:･. ♡,False,2022-04-17 16:24:51,"no matter what your mind is telling you, please know that you are enough.",,Twitter for iPhone,matter mind telling please know enough
651,isabel @ endwalker hours,AUS,Isabel | 21 | she/they | Wind-up Lulu on Sophia | GDAYS | main @cranbellie | art @raspbellie,False,2022-04-17 16:24:51,LULU LOST HER SPROUT STATUS,,Twitter for iPhone,LULU LOST SPROUT STATUS
652,Big 4L,Idk,| Him | @ASTROGaming is the 🐐 | #ApexLegends Master | Tour Manager | 🆘 @standoutsaints,False,2022-04-17 16:24:51,"Such a sweet kid, but you goin on the bench my boy. Can’t be giving away sauce. https://t.co/754qvjGGvO",,Twitter for iPhone,Such sweet goin bench giving away sauce http //t.co/754qvjGGvO
653,Mami Titian✨,"Depok, Jawa Barat","Bismillah bisa bigwin aamiin 🤲
#LuxyLaunch #bull_bnb",False,2022-04-17 16:24:51,@DaJenus @XcademyOfficial @Oly245 Done https://t.co/FapcUN7Zs8,,Twitter for Android,DaJenus XcademyOfficial Oly245 Done http //t.co/FapcUN7Zs8
654,زینی,bhaar mein jao,tuhi te mohabattan sikhayiaan,False,2022-04-17 16:24:51,@DaJenus @XcademyOfficial @Oly245 Done https://t.co/FapcUN7Zs8,,Twitter for iPhone,DaJenus XcademyOfficial Oly245 Done http //t.co/FapcUN7Zs8
655,Rhondalynn,"Covington, LA",$mamasulley M$mamasulley  #Slayfam #TeamStacks #SicClique https://t.co/zluaAwRUo7,False,2022-04-17 16:24:51,@MistyMBH1 Happy Easter beautiful,,Twitter for iPhone,MistyMBH1 Happy Easter beautiful
656,Alice in Miladyland,lolfees.sol,"NOT A RUST DEV | sifu alt | they/them | abuser of language 

Author of my own reviews.",False,2022-04-17 16:24:51,"@knlae_ @0xSisyphus They call it an L2, solves many initial pains (which were real)",,Twitter for iPhone,knlae_ 0xSisyphus They call solves many initial pain real
657,Gokul_VJ❗,Tʜᴀʟᴀᴘᴀᴛʜʏ's Hᴇᴀʀᴛ 💕,@actorVijay ❤️ // Dosthu - @Suji__VFC 🕊️❤️✨// Queen 💞,False,2022-04-17 16:24:51,@Vj_kadhzz__ Theriyume,,Twitter for Android,Vj_kadhzz__ Theriyume
658,darlan. #Vinusquad.l VICAT. #VITC,,Blues. #SUPERFAMILY,False,2022-04-17 16:24:51,Thanks for the hope https://t.co/tXgvXIQeaY,,Twitter for iPhone,Thanks hope http //t.co/tXgvXIQeaY
659,K3_mommy,,SC:sbmyname,False,2022-04-17 16:24:51,How the hell did I forget the vinegar smh,,Twitter for iPhone,hell forget vinegar
660,ZAN,"Illinois, USA","Partnered @Twitch Streamer, Former Madden NFL Prima Guide Co-Author, Bears/Cubs Fan. Business Inquiries: gridirongameplans@gmail.com  https://t.co/Em5NYS5cu8",False,2022-04-17 16:24:51,"Yes, this includes shutting down the Tight Slots Wk offense, too!

🔓 the ENTIRE site for $9.95/month:
https://t.co/KgE55NmBL0 https://t.co/S28v2l600G",,Twitter Web App,includes shutting Tight Slots offense ENTIRE site 9.95/month http //t.co/KgE55NmBL0 http //t.co/S28v2l600G
661,gaylor swift lyric bot,,"gaylor lyrics bot tweeting gaylor lyrics every 30 minutes, all credit goes to taylor swift",False,2022-04-17 16:24:51,"don't blame me, love made me crazy, if it doesn't you ain't doing it right",,"Cheap Bots, Done Quick!",blame love made crazy right
662,Dy tweets,,"Old I'D @tweets_dy sus

#ProudQwertyian
Talks stats",False,2022-04-17 16:24:51,@Jatin1251 @Qwerty89566753 It's ok jatindolo chill,,Twitter Web App,Jatin1251 Qwerty89566753 jatindolo chill
663,Mang Dhani,,-,False,2022-04-17 16:24:51,@Gemx10000 @elonmusk DONT TRY SO HARD LMAO,,Twitter for iPhone,Gemx10000 elonmusk DONT HARD LMAO
664,Superjection.eth,,Web maven. Freelance troublemaker. Student. Total communicator. Incurable music fanatic.,False,2022-04-17 16:24:51,@f_rsn check this out @JoanneLaurinda @MarioGarciaAna5 @MoodyGuyClub @Leon3Crypto @barracuda_jr @Ley_On @ColeJoellen1 @Jettt_zz @Lidjeus @lauammunition @PrimeMafia21 @LisaplayNFT @LuedersWade,,Twitter Web App,f_rsn check JoanneLaurinda MarioGarciaAna5 MoodyGuyClub Leon3Crypto barracuda_jr Ley_On ColeJoellen1 Jettt_zz Lidjeus lauammunition PrimeMafia21 LisaplayNFT LuedersWade
665,Meredith,England,"sustainability graduate with interest in social+sport science // she/they
personal account
@meredithwhitin3",False,2022-04-17 16:24:51,@rmc28 and here's a photo from row M! https://t.co/v6xsAFsmbP,,Twitter Web App,rmc28 photo http //t.co/v6xsAFsmbP
666,Dan Sadler,"Detroit, MI","Husband, father, food eater, beverage drinker, Detroit via The Bay, 49ers Faithful, Red Wings, Tigers, occasionally funny.",False,2022-04-17 16:24:51,"Waiting for this weather delay to end so I can see what the @USFLPanthers are all about.

#MichiganPanthers",['MichiganPanthers'],Twitter for Android,Waiting weather delay USFLPanthers MichiganPanthers
667,𝓵𝓾𝓬𝓪 ×͜× is finally home,No-stunt larrie,˗ˏˋ come so far from princess park´ˎ˗ 𝓸𝓽5 ♡ 17 y.,False,2022-04-17 16:24:51,@louis_aaood Uhm obviously i will be there,,Twitter for iPhone,louis_aaood obviously
